48,131,,,,,,,,,,,,,,,,,,,,,,,,,,
75,136,,,,,,,,,,,,,,,,,,,,,,,,,,
52,131,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,89,152,155,,,,,,,,,,,,,,,,,,,,,,,,
1,103,124,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,129,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,12,21,54,118,139,152,,,,,,,,,,,,,,,,,,,,
0,26,112,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,49,61,63,,,,,,,,,,,,,,,,,,,,,,,
18,75,152,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,88,,,,,,,,,,,,,,,,,,,,,,,,,,
19,48,89,131,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,134,148,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,131,,,,,,,,,,,,,,,,,,,,,,,,,,
26,112,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35,47,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,127,134,149,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,141,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,156,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,52,131,,,,,,,,,,,,,,,,,,,,,,,,,
4,52,90,91,,,,,,,,,,,,,,,,,,,,,,,,
81,103,104,124,,,,,,,,,,,,,,,,,,,,,,,,
52,131,,,,,,,,,,,,,,,,,,,,,,,,,,
98,133,,,,,,,,,,,,,,,,,,,,,,,,,,
39,66,121,,,,,,,,,,,,,,,,,,,,,,,,,
5,44,85,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,93,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,83,84,,,,,,,,,,,,,,,,,,,,,,,,,
122,123,157,158,,,,,,,,,,,,,,,,,,,,,,,,
16,83,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,97,128,129,,,,,,,,,,,,,,,,,,,,,,,,
10,23,45,,,,,,,,,,,,,,,,,,,,,,,,,
61,63,76,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,146,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,70,,,,,,,,,,,,,,,,,,,,,,,,,,
24,88,92,97,107,126,134,145,153,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,38,62,,,,,,,,,,,,,,,,,,,,,,,,,
89,134,147,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,83,,,,,,,,,,,,,,,,,,,,,,,,,,
8,75,100,122,156,,,,,,,,,,,,,,,,,,,,,,,
85,118,138,141,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,108,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,40,77,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,85,,,,,,,,,,,,,,,,,,,,,,,,,,
96,120,129,130,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,120,,,,,,,,,,,,,,,,,,,,,,,,,,
17,39,54,104,139,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,75,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,134,145,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,108,,,,,,,,,,,,,,,,,,,,,,,,,,
134,151,,,,,,,,,,,,,,,,,,,,,,,,,,
86,131,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,132,134,151,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,123,157,,,,,,,,,,,,,,,,,,,,,,,,,
27,41,127,134,143,,,,,,,,,,,,,,,,,,,,,,,
36,75,84,140,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,40,77,,,,,,,,,,,,,,,,,,,,,,,,,
121,156,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,105,134,151,153,,,,,,,,,,,,,,,,,,,,,,,
86,131,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,96,,,,,,,,,,,,,,,,,,,,,,,,,,
76,85,,,,,,,,,,,,,,,,,,,,,,,,,,
3,61,63,76,,,,,,,,,,,,,,,,,,,,,,,,
24,38,90,97,134,144,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,61,63,65,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,112,,,,,,,,,,,,,,,,,,,,,,,,,,
52,86,131,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,71,72,,,,,,,,,,,,,,,,,,,,,,,,,
134,150,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,118,,,,,,,,,,,,,,,,,,,,,,,,,,
101,110,,,,,,,,,,,,,,,,,,,,,,,,,,
54,115,122,124,156,,,,,,,,,,,,,,,,,,,,,,,
100,122,,,,,,,,,,,,,,,,,,,,,,,,,,
31,154,,,,,,,,,,,,,,,,,,,,,,,,,,
122,156,158,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,134,151,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,116,,,,,,,,,,,,,,,,,,,,,,,,,,
108,120,,,,,,,,,,,,,,,,,,,,,,,,,,
88,92,126,134,149,,,,,,,,,,,,,,,,,,,,,,,
61,63,76,,,,,,,,,,,,,,,,,,,,,,,,,
36,52,,,,,,,,,,,,,,,,,,,,,,,,,,
50,134,138,142,,,,,,,,,,,,,,,,,,,,,,,,
97,134,138,144,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,131,,,,,,,,,,,,,,,,,,,,,,,,,,
42,93,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,36,73,131,,,,,,,,,,,,,,,,,,,,,,,
7,113,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,30,93,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,136,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,86,131,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,156,158,,,,,,,,,,,,,,,,,,,,,,,,,
48,131,,,,,,,,,,,,,,,,,,,,,,,,,,
109,131,138,,,,,,,,,,,,,,,,,,,,,,,,,
52,79,101,,,,,,,,,,,,,,,,,,,,,,,,,
27,41,52,113,126,134,143,,,,,,,,,,,,,,,,,,,,,
73,83,94,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,70,71,72,95,97,,,,,,,,,,,,,,,,,,,,,
16,20,27,42,68,75,83,120,,,,,,,,,,,,,,,,,,,,
37,131,,,,,,,,,,,,,,,,,,,,,,,,,,
122,123,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,89,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,70,80,,,,,,,,,,,,,,,,,,,,,,,,,
60,141,,,,,,,,,,,,,,,,,,,,,,,,,,
20,104,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,75,104,122,156,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,134,142,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,134,144,,,,,,,,,,,,,,,,,,,,,,,,,
10,45,,,,,,,,,,,,,,,,,,,,,,,,,,
37,85,131,,,,,,,,,,,,,,,,,,,,,,,,,
109,114,133,134,146,,,,,,,,,,,,,,,,,,,,,,,
61,63,76,,,,,,,,,,,,,,,,,,,,,,,,,
21,60,117,,,,,,,,,,,,,,,,,,,,,,,,,
42,83,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,36,43,68,75,84,105,106,,,,,,,,,,,,,,,,,,,,
127,134,143,,,,,,,,,,,,,,,,,,,,,,,,,
42,93,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,59,96,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,49,81,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,138,,,,,,,,,,,,,,,,,,,,,,,,,,
41,89,134,149,,,,,,,,,,,,,,,,,,,,,,,,
70,120,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,85,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,104,,,,,,,,,,,,,,,,,,,,,,,,,,
6,116,,,,,,,,,,,,,,,,,,,,,,,,,,
16,77,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,109,119,134,142,,,,,,,,,,,,,,,,,,,,,,,
31,154,,,,,,,,,,,,,,,,,,,,,,,,,,
127,134,149,,,,,,,,,,,,,,,,,,,,,,,,,
107,134,144,,,,,,,,,,,,,,,,,,,,,,,,,
52,131,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,90,96,102,129,140,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49,81,,,,,,,,,,,,,,,,,,,,,,,,,
4,81,131,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,85,,,,,,,,,,,,,,,,,,,,,,,,,,
38,62,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,88,90,117,152,,,,,,,,,,,,,,,,,,,,,,,
54,139,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,75,102,154,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,75,87,,,,,,,,,,,,,,,,,,,,,,,,,
11,52,,,,,,,,,,,,,,,,,,,,,,,,,,
57,75,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,34,156,,,,,,,,,,,,,,,,,,,,,,,,
9,10,135,,,,,,,,,,,,,,,,,,,,,,,,,
85,118,141,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,134,142,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,97,103,104,123,124,128,129,,,,,,,,,,,,,,,,,,,,
134,148,,,,,,,,,,,,,,,,,,,,,,,,,,
10,49,63,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,75,83,84,,,,,,,,,,,,,,,,,,,,,,,,
42,70,120,,,,,,,,,,,,,,,,,,,,,,,,,
66,155,,,,,,,,,,,,,,,,,,,,,,,,,,
134,144,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,97,156,,,,,,,,,,,,,,,,,,,,,,,,,
67,156,,,,,,,,,,,,,,,,,,,,,,,,,,
4,132,134,151,,,,,,,,,,,,,,,,,,,,,,,,
9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,23,44,61,,,,,,,,,,,,,,,,,,,,,,,
8,20,156,,,,,,,,,,,,,,,,,,,,,,,,,
38,134,143,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,73,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,
